backbone,task,lam,avg_bit,seq,metric,value,uni2,uni3,uni4,ceil_bits,bit_saved,interp_lin,interp_log,vs_ceil_%,vs_interp_%,vs_interp_log_%,trivial
hubertL,er,0.01,3.8333,444444434443444444444442,ER_ERR,0.362659,0.5845552297165201,0.37438905180840665,0.364613880742913,4,0.167,0.366243,0.366225,0.54,0.98,0.97,0
hubertL,er,0.02,3.75,444444433443444434444442,ER_ERR,0.368524,0.5845552297165201,0.37438905180840665,0.364613880742913,4,0.25,0.367058,0.367033,-1.07,-0.4,-0.41,0
hubertL,er,0.05,3.7083,444434433443444434444442,ER_ERR,0.367546,0.5845552297165201,0.37438905180840665,0.364613880742913,4,0.292,0.367465,0.367438,-0.8,-0.02,-0.03,0
hubertL,er,0.1,3.6667,334444433443444434444442,ER_ERR,0.365591,0.5845552297165201,0.37438905180840665,0.364613880742913,4,0.333,0.367872,0.367844,-0.27,0.62,0.61,0
hubertL,er,0.2,3.4583,434433433343444333344442,ER_ERR,0.371457,0.5845552297165201,0.37438905180840665,0.364613880742913,4,0.542,0.369909,0.369877,-1.88,-0.42,-0.43,0
hubertL,er,0.3,3.2917,334333433333444333434342,ER_ERR,0.371457,0.5845552297165201,0.37438905180840665,0.364613880742913,4,0.708,0.371538,0.371511,-1.88,0.02,0.01,0
hubertL,er,0.5,3.125,333333333333443333334342,ER_ERR,0.365591,0.5845552297165201,0.37438905180840665,0.364613880742913,4,0.875,0.373167,0.373153,-0.27,2.03,2.03,0
hubertL,er,1.0,2.875,333233233333333333323342,ER_ERR,0.388074,0.5845552297165201,0.37438905180840665,0.364613880742913,3,0.125,0.40066,0.395832,-3.66,3.14,1.96,0
hubertL,er,5.0,2.25,233222233222222222223322,ER_ERR,0.527859,0.5845552297165201,0.37438905180840665,0.364613880742913,3,0.75,0.532014,0.522938,-40.99,0.78,-0.94,0
w2v2,er,0.001,3.8333,444444444334,ER_ERR,0.441838,0.635386119257087,0.45356793743890517,0.44379276637341153,4,0.167,0.445422,0.445407,0.44,0.8,0.8,0
w2v2,er,0.01,3.8333,444444444334,ER_ERR,0.441838,0.635386119257087,0.45356793743890517,0.44379276637341153,4,0.167,0.445422,0.445407,0.44,0.8,0.8,0
w2v2,er,0.02,3.8333,444444444334,ER_ERR,0.441838,0.635386119257087,0.45356793743890517,0.44379276637341153,4,0.167,0.445422,0.445407,0.44,0.8,0.8,0
w2v2,er,0.05,3.75,444444444333,ER_ERR,0.443793,0.635386119257087,0.45356793743890517,0.44379276637341153,4,0.25,0.446237,0.446217,0.0,0.55,0.54,0
w2v2,er,0.1,3.25,343444333332,ER_ERR,0.424242,0.635386119257087,0.45356793743890517,0.44379276637341153,4,0.75,0.451124,0.451104,4.41,5.96,5.95,0
w2v2,er,0.2,3.1667,344433333332,ER_ERR,0.432063,0.635386119257087,0.45356793743890517,0.44379276637341153,4,0.833,0.451939,0.451924,2.64,4.4,4.39,0
w2v2,er,0.3,2.9167,334433322332,ER_ERR,0.438905,0.635386119257087,0.45356793743890517,0.44379276637341153,3,0.083,0.468719,0.46649,3.23,6.36,5.91,0
w2v2,er,0.5,2.75,333333322332,ER_ERR,0.455523,0.635386119257087,0.45356793743890517,0.44379276637341153,3,0.25,0.499022,0.493448,-0.43,8.72,7.69,0
w2v2,er,1.0,2.25,233322222222,ER_ERR,0.531769,0.635386119257087,0.45356793743890517,0.44379276637341153,3,0.75,0.589932,0.584035,-17.24,9.86,8.95,0
w2v2,er,5.0,2.0833,222322222222,ER_ERR,0.596285,0.635386119257087,0.45356793743890517,0.44379276637341153,3,0.917,0.620235,0.617786,-31.47,3.86,3.48,0
wavlm,er,0.001,4.0,444444444444,ER_ERR,0.379277,0.6549364613880743,0.4066471163245357,0.37927663734115347,4,0.0,0.379277,0.379277,0.0,0.0,0.0,1
wavlm,er,0.01,4.0,444444444444,ER_ERR,0.379277,0.6549364613880743,0.4066471163245357,0.37927663734115347,4,0.0,0.379277,0.379277,0.0,0.0,0.0,1
wavlm,er,0.02,4.0,444444444444,ER_ERR,0.379277,0.6549364613880743,0.4066471163245357,0.37927663734115347,4,0.0,0.379277,0.379277,0.0,0.0,0.0,1
wavlm,er,0.05,3.9167,444444444443,ER_ERR,0.381232,0.6549364613880743,0.4066471163245357,0.37927663734115347,4,0.083,0.381558,0.381485,-0.52,0.09,0.07,0
wavlm,er,0.1,3.8333,444444444343,ER_ERR,0.385142,0.6549364613880743,0.4066471163245357,0.37927663734115347,4,0.167,0.383838,0.383707,-1.55,-0.34,-0.37,0
wavlm,er,0.2,3.3333,344343333343,ER_ERR,0.40958,0.6549364613880743,0.4066471163245357,0.37927663734115347,4,0.667,0.397524,0.397311,-7.99,-3.03,-3.09,0
wavlm,er,0.3,2.8333,233333333332,ER_ERR,0.42131,0.6549364613880743,0.4066471163245357,0.37927663734115347,3,0.167,0.448029,0.440265,-3.61,5.96,4.31,0
wavlm,er,0.5,2.75,233333333232,ER_ERR,0.398827,0.6549364613880743,0.4066471163245357,0.37927663734115347,3,0.25,0.468719,0.458103,1.92,14.91,12.94,0
wavlm,er,1.0,2.75,233333333232,ER_ERR,0.398827,0.6549364613880743,0.4066471163245357,0.37927663734115347,3,0.25,0.468719,0.458103,1.92,14.91,12.94,0
wavlm,er,5.0,2.0833,223222222222,ER_ERR,0.575758,0.6549364613880743,0.4066471163245357,0.37927663734115347,3,0.917,0.634246,0.629435,-41.59,9.22,8.53,0
wavlmL,er,0.001,3.7917,344434444444443444444442,ER_ERR,0.327468,0.41055718475073316,0.32942326490713586,0.3225806451612903,4,0.208,0.324006,0.323994,-1.52,-1.07,-1.07,0
wavlmL,er,0.01,3.7083,344443434444443434444442,ER_ERR,0.328446,0.41055718475073316,0.32942326490713586,0.3225806451612903,4,0.292,0.324576,0.324562,-1.82,-1.19,-1.2,0
wavlmL,er,0.02,3.6667,334443444434443434444442,ER_ERR,0.326491,0.41055718475073316,0.32942326490713586,0.3225806451612903,4,0.333,0.324862,0.324846,-1.21,-0.5,-0.51,0
wavlmL,er,0.05,3.4167,333343434333343434444442,ER_ERR,0.323558,0.41055718475073316,0.32942326490713586,0.3225806451612903,4,0.583,0.326572,0.326555,-0.3,0.92,0.92,0
wavlmL,er,0.1,3.1667,333333334333323334344442,ER_ERR,0.322581,0.41055718475073316,0.32942326490713586,0.3225806451612903,4,0.833,0.328283,0.328273,0.0,1.74,1.73,0
wavlmL,er,0.2,2.8333,233333323333322333243342,ER_ERR,0.359726,0.41055718475073316,0.32942326490713586,0.3225806451612903,3,0.167,0.342946,0.341736,-9.2,-4.89,-5.26,0
wavlmL,er,0.3,2.625,232323323233222332243342,ER_ERR,0.349951,0.41055718475073316,0.32942326490713586,0.3225806451612903,3,0.375,0.359848,0.357776,-6.23,2.75,2.19,0
wavlmL,er,0.5,2.4167,222223323223222332223342,ER_ERR,0.355816,0.41055718475073316,0.32942326490713586,0.3225806451612903,3,0.583,0.376751,0.374569,-8.01,5.56,5.01,0
wavlmL,er,1.0,2.0833,222222222222222322222232,ER_ERR,0.408602,0.41055718475073316,0.32942326490713586,0.3225806451612903,3,0.917,0.403796,0.403093,-24.04,-1.19,-1.37,0
wavlmL,er,5.0,2.0,222222222222222222222222,ER_ERR,0.410557,0.41055718475073316,0.32942326490713586,0.3225806451612903,2,0.0,0.410557,0.410557,0.0,0.0,0.0,1
