kind,task,budget,seq,avg,lo,hi,n_layers,calib,changed
taq-is-p34,er,3.3333,333333344334333344443334,3.3333,3,4,24,"fold4, 3600s, n=600)",
taq-is-p34,er,3.6667,333334444444443444444334,3.6667,3,4,24,"fold4, 3600s, n=600)",
taq-kl-p34,er,3.3333,433333333333444444433333,3.3333,3,4,24,"fold4, 3600s, n=600)",
taq-kl-p34,er,3.6667,444333334444444444444333,3.6667,3,4,24,"fold4, 3600s, n=600)",
