kind,task,budget,seq,avg,lo,hi,n_layers,calib,changed
taq-is-p34,er,3.3333,443334433333,3.3333,3,4,12,"fold1, 3600s, n=600)",
taq-is-p34,er,3.6667,444344443343,3.6667,3,4,12,"fold1, 3600s, n=600)",
taq-kl-p34,er,3.3333,444433333333,3.3333,3,4,12,"fold1, 3600s, n=600)",
taq-kl-p34,er,3.6667,444444443333,3.6667,3,4,12,"fold1, 3600s, n=600)",
