kind,task,budget,seq,avg,lo,hi,n_layers,calib,changed
taq-is-p34,er,3.3333,433334344333,3.3333,3,4,12,"fold1, 3600s, n=600)",
taq-is-p34,er,3.6667,443344444343,3.6667,3,4,12,"fold1, 3600s, n=600)",
taq-kl-p34,er,3.3333,444343333333,3.3333,3,4,12,"fold1, 3600s, n=600)",
taq-kl-p34,er,3.6667,444444443333,3.6667,3,4,12,"fold1, 3600s, n=600)",
