kind,task,budget,seq,avg,lo,hi,n_layers,calib,changed
taq-is-p34,er,3.3333,333333333343433344444334,3.3333,3,4,24,"fold1, 3600s, n=600)",
taq-is-p34,er,3.6667,333334344444444444444334,3.6667,3,4,24,"fold1, 3600s, n=600)",
taq-kl-p34,er,3.3333,443333333333444444333333,3.3333,3,4,24,"fold1, 3600s, n=600)",
taq-kl-p34,er,3.6667,444333344444444444443333,3.6667,3,4,24,"fold1, 3600s, n=600)",
