backbone,task,layer,bits,fold,metric,fp32,value,delta,quant_dir,sec
hubertL,asv,8,2,0,EER,0.077413,0.079056,0.001644,quants_1024/GPTQ/quants_tc1024_asv,94
hubertL,asv,9,2,0,EER,0.077413,0.079374,0.001962,quants_1024/GPTQ/quants_tc1024_asv,88
hubertL,asv,10,2,0,EER,0.077413,0.079533,0.002121,quants_1024/GPTQ/quants_tc1024_asv,94
hubertL,asv,11,2,0,EER,0.077413,0.078685,0.001273,quants_1024/GPTQ/quants_tc1024_asv,94
hubertL,asv,12,2,0,EER,0.077413,0.077943,0.00053,quants_1024/GPTQ/quants_tc1024_asv,95
hubertL,asv,13,2,0,EER,0.077413,0.078473,0.00106,quants_1024/GPTQ/quants_tc1024_asv,94
hubertL,asv,14,2,0,EER,0.077413,0.078791,0.001379,quants_1024/GPTQ/quants_tc1024_asv,95
hubertL,asv,15,2,0,EER,0.077413,0.077253,-0.000159,quants_1024/GPTQ/quants_tc1024_asv,95
hubertL,asv,16,2,0,EER,0.077413,0.078102,0.000689,quants_1024/GPTQ/quants_tc1024_asv,95
hubertL,asv,17,2,0,EER,0.077413,0.077413,0.0,quants_1024/GPTQ/quants_tc1024_asv,93
hubertL,asv,18,2,0,EER,0.077413,0.077731,0.000318,quants_1024/GPTQ/quants_tc1024_asv,94
hubertL,asv,19,2,0,EER,0.077413,0.077784,0.000371,quants_1024/GPTQ/quants_tc1024_asv,95
hubertL,asv,20,2,0,EER,0.077413,0.078208,0.000795,quants_1024/GPTQ/quants_tc1024_asv,96
hubertL,asv,21,2,0,EER,0.077413,0.079745,0.002333,quants_1024/GPTQ/quants_tc1024_asv,95
hubertL,asv,22,2,0,EER,0.077413,0.079374,0.001962,quants_1024/GPTQ/quants_tc1024_asv,94
hubertL,asv,23,2,0,EER,0.077413,0.077519,0.000106,quants_1024/GPTQ/quants_tc1024_asv,90
