backbone,task,layer,bits,fold,metric,fp32,value,delta,quant_dir,sec
wavlmL,asv,6,2,0,EER,0.053765,0.055779,0.002015,quants_1024/GPTQ/quants_tc1024_asv,126
wavlmL,asv,7,2,0,EER,0.053765,0.056098,0.002333,quants_1024/GPTQ/quants_tc1024_asv,126
wavlmL,asv,8,2,0,EER,0.053765,0.054772,0.001007,quants_1024/GPTQ/quants_tc1024_asv,126
wavlmL,asv,9,2,0,EER,0.053765,0.054348,0.000583,quants_1024/GPTQ/quants_tc1024_asv,126
wavlmL,asv,10,2,0,EER,0.053765,0.055408,0.001644,quants_1024/GPTQ/quants_tc1024_asv,126
wavlmL,asv,11,2,0,EER,0.053765,0.054666,0.000901,quants_1024/GPTQ/quants_tc1024_asv,126
wavlmL,asv,12,2,0,EER,0.053765,0.053712,-5.3e-05,quants_1024/GPTQ/quants_tc1024_asv,126
wavlmL,asv,13,2,0,EER,0.053765,0.054242,0.000477,quants_1024/GPTQ/quants_tc1024_asv,126
wavlmL,asv,14,2,0,EER,0.053765,0.054136,0.000371,quants_1024/GPTQ/quants_tc1024_asv,126
wavlmL,asv,15,2,0,EER,0.053765,0.054348,0.000583,quants_1024/GPTQ/quants_tc1024_asv,127
wavlmL,asv,16,2,0,EER,0.053765,0.054613,0.000848,quants_1024/GPTQ/quants_tc1024_asv,126
wavlmL,asv,17,2,0,EER,0.053765,0.054348,0.000583,quants_1024/GPTQ/quants_tc1024_asv,125
wavlmL,asv,18,2,0,EER,0.053765,0.053977,0.000212,quants_1024/GPTQ/quants_tc1024_asv,125
wavlmL,asv,19,2,0,EER,0.053765,0.053712,-5.3e-05,quants_1024/GPTQ/quants_tc1024_asv,127
wavlmL,asv,20,2,0,EER,0.053765,0.053924,0.000159,quants_1024/GPTQ/quants_tc1024_asv,127
wavlmL,asv,21,2,0,EER,0.053765,0.054189,0.000424,quants_1024/GPTQ/quants_tc1024_asv,126
wavlmL,asv,22,2,0,EER,0.053765,0.053871,0.000106,quants_1024/GPTQ/quants_tc1024_asv,127
wavlmL,asv,23,2,0,EER,0.053765,0.053871,0.000106,quants_1024/GPTQ/quants_tc1024_asv,127
