kind,task,budget,seq,avg,lo,hi,n_layers,calib,changed
taq-is-p34,er,3.3333,333333344444334343333334,3.3333,3,4,24,"fold3, 3600s, n=600)",
taq-is-p34,er,3.6667,333334444444344444444334,3.6667,3,4,24,"fold3, 3600s, n=600)",
taq-kl-p34,er,3.3333,333333333333444444443333,3.3333,3,4,24,"fold3, 3600s, n=600)",
taq-kl-p34,er,3.6667,433334444443444444444333,3.6667,3,4,24,"fold3, 3600s, n=600)",
