kind,task,budget,seq,avg,lo,hi,n_layers,calib,changed
taq-is-p34,er,3.3333,333434433343,3.3333,3,4,12,"fold3, 3600s, n=600)",
taq-is-p34,er,3.6667,334444443443,3.6667,3,4,12,"fold3, 3600s, n=600)",
taq-kl-p34,er,3.3333,444333334333,3.3333,3,4,12,"fold3, 3600s, n=600)",
taq-kl-p34,er,3.6667,444433444433,3.6667,3,4,12,"fold3, 3600s, n=600)",
