kind,task,budget,seq,avg,lo,hi,n_layers,calib,changed
taq-is-p34,er,3.3333,333333334344433433344334,3.3333,3,4,24,"fold5, 3600s, n=600)",
taq-is-p34,er,3.6667,333343444444434444444334,3.6667,3,4,24,"fold5, 3600s, n=600)",
taq-kl-p34,er,3.3333,333333333333444444443333,3.3333,3,4,24,"fold5, 3600s, n=600)",
taq-kl-p34,er,3.6667,444433333444444444444333,3.6667,3,4,24,"fold5, 3600s, n=600)",
