backbone,task,lam,avg_bit,seq,metric,value,uni2,uni3,uni4,ceil_bits,bit_saved,interp_lin,interp_log,vs_ceil_%,vs_interp_%,vs_interp_log_%,trivial
hubertL,er,0.1,3.6667,444344434344344433444442,ER_ERR,0.362755,0.6285160038797284,0.37827352085354027,0.37245392822502427,4,0.333,0.374394,0.374384,2.6,3.11,3.11,0
hubertL,er,0.2,3.6667,444343434344344443444442,ER_ERR,0.350145,0.6285160038797284,0.37827352085354027,0.37245392822502427,4,0.333,0.374394,0.374384,5.99,6.48,6.47,0
hubertL,er,0.3,3.6667,444344434344344433444442,ER_ERR,0.362755,0.6285160038797284,0.37827352085354027,0.37245392822502427,4,0.333,0.374394,0.374384,2.6,3.11,3.11,0
hubertL,er,0.5,3.5833,344343434334444443344442,ER_ERR,0.344326,0.6285160038797284,0.37827352085354027,0.37245392822502427,4,0.417,0.374879,0.374868,7.55,8.15,8.15,0
hubertL,er,1.0,3.25,343343434333334433333342,ER_ERR,0.354025,0.6285160038797284,0.37827352085354027,0.37245392822502427,4,0.75,0.376819,0.37681,4.95,6.05,6.05,0
hubertL,er,5.0,2.5417,333322222332232233223342,ER_ERR,0.4355,0.6285160038797284,0.37827352085354027,0.37245392822502427,3,0.458,0.492968,0.47739,-15.13,11.66,8.77,0
w2v2,er,0.001,3.9167,444444443444,ER_ERR,0.403492,0.6896217264791464,0.44325897187196894,0.40446168768186225,4,0.083,0.407695,0.407561,0.24,1.03,1.0,0
w2v2,er,0.01,3.9167,444444443444,ER_ERR,0.403492,0.6896217264791464,0.44325897187196894,0.40446168768186225,4,0.083,0.407695,0.407561,0.24,1.03,1.0,0
w2v2,er,0.02,3.75,444444334434,ER_ERR,0.392823,0.6896217264791464,0.44325897187196894,0.40446168768186225,4,0.25,0.414161,0.41383,2.88,5.15,5.08,0
w2v2,er,0.05,3.75,444444334434,ER_ERR,0.392823,0.6896217264791464,0.44325897187196894,0.40446168768186225,4,0.25,0.414161,0.41383,2.88,5.15,5.08,0
w2v2,er,0.1,3.3333,444444333232,ER_ERR,0.394762,0.6896217264791464,0.44325897187196894,0.40446168768186225,4,0.667,0.430327,0.42993,2.4,8.26,8.18,0
w2v2,er,0.2,3.3333,444444333232,ER_ERR,0.394762,0.6896217264791464,0.44325897187196894,0.40446168768186225,4,0.667,0.430327,0.42993,2.4,8.26,8.18,0
w2v2,er,0.3,2.9167,433433323232,ER_ERR,0.415131,0.6896217264791464,0.44325897187196894,0.40446168768186225,3,0.083,0.463789,0.45989,6.35,10.49,9.73,0
w2v2,er,0.5,2.8333,334443223222,ER_ERR,0.450048,0.6896217264791464,0.44325897187196894,0.40446168768186225,3,0.167,0.484319,0.477144,-1.53,7.08,5.68,0
w2v2,er,1.0,2.4167,333232223222,ER_ERR,0.57032,0.6896217264791464,0.44325897187196894,0.40446168768186225,3,0.583,0.586971,0.573628,-28.67,2.84,0.58,0
w2v2,er,5.0,2.0,222222222222,ER_ERR,0.689622,0.6896217264791464,0.44325897187196894,0.40446168768186225,2,0.0,0.689622,0.689622,0.0,0.0,0.0,1
wavlm,er,0.001,3.75,444344444334,ER_ERR,0.386033,0.7196896217264791,0.4015518913676043,0.37827352085354027,4,0.25,0.384093,0.383963,-2.05,-0.51,-0.54,0
wavlm,er,0.01,3.75,444344444334,ER_ERR,0.386033,0.7196896217264791,0.4015518913676043,0.37827352085354027,4,0.25,0.384093,0.383963,-2.05,-0.51,-0.54,0
wavlm,er,0.02,3.5833,434444444332,ER_ERR,0.399612,0.7196896217264791,0.4015518913676043,0.37827352085354027,4,0.417,0.387973,0.387804,-5.64,-3.0,-3.04,0
wavlm,er,0.05,3.6667,444444444332,ER_ERR,0.400582,0.7196896217264791,0.4015518913676043,0.37827352085354027,4,0.333,0.386033,0.385879,-5.9,-3.77,-3.81,0
wavlm,er,0.1,3.5833,434444444332,ER_ERR,0.399612,0.7196896217264791,0.4015518913676043,0.37827352085354027,4,0.417,0.387973,0.387804,-5.64,-3.0,-3.04,0
wavlm,er,0.2,3.5,434444344332,ER_ERR,0.391853,0.7196896217264791,0.4015518913676043,0.37827352085354027,4,0.5,0.389913,0.389739,-3.59,-0.5,-0.54,0
wavlm,er,0.3,3.25,434334333333,ER_ERR,0.389913,0.7196896217264791,0.4015518913676043,0.37827352085354027,4,0.75,0.395732,0.395601,-3.08,1.47,1.44,0
wavlm,er,0.5,2.9167,434333332232,ER_ERR,0.383123,0.7196896217264791,0.4015518913676043,0.37827352085354027,3,0.083,0.428063,0.421559,4.59,10.5,9.12,0
wavlm,er,1.0,2.5833,334233322222,ER_ERR,0.464597,0.7196896217264791,0.4015518913676043,0.37827352085354027,3,0.417,0.534109,0.512067,-15.7,13.01,9.27,0
wavlm,er,5.0,2.0,222222222222,ER_ERR,0.71969,0.7196896217264791,0.4015518913676043,0.37827352085354027,2,0.0,0.71969,0.71969,0.0,0.0,0.0,1
wavlmL,er,0.001,3.8333,444444444444444334444442,ER_ERR,0.310378,0.4510184287099903,0.3317167798254122,0.30940834141610085,4,0.167,0.313126,0.313019,-0.31,0.88,0.84,0
wavlmL,er,0.01,3.8333,444444444444444334444442,ER_ERR,0.310378,0.4510184287099903,0.3317167798254122,0.30940834141610085,4,0.167,0.313126,0.313019,-0.31,0.88,0.84,0
wavlmL,er,0.02,3.8333,444444444444444334444442,ER_ERR,0.310378,0.4510184287099903,0.3317167798254122,0.30940834141610085,4,0.167,0.313126,0.313019,-0.31,0.88,0.84,0
wavlmL,er,0.05,3.7917,444444444443444334444442,ER_ERR,0.309408,0.4510184287099903,0.3317167798254122,0.30940834141610085,4,0.208,0.314056,0.313929,0.0,1.48,1.44,0
wavlmL,er,0.1,3.625,344344444443444333344442,ER_ERR,0.300679,0.4510184287099903,0.3317167798254122,0.30940834141610085,4,0.375,0.317774,0.317593,2.82,5.38,5.33,0
wavlmL,er,0.2,3.1667,342343344223444332334342,ER_ERR,0.29098,0.4510184287099903,0.3317167798254122,0.30940834141610085,4,0.833,0.327999,0.32789,5.96,11.29,11.26,0
wavlmL,er,0.3,2.9167,332333332433422332334342,ER_ERR,0.332687,0.4510184287099903,0.3317167798254122,0.30940834141610085,3,0.083,0.341659,0.340319,-0.29,2.63,2.24,0
wavlmL,er,0.5,2.6667,332333322233322332332342,ER_ERR,0.318138,0.4510184287099903,0.3317167798254122,0.30940834141610085,3,0.333,0.371484,0.367488,4.09,14.36,13.43,0
wavlmL,er,1.0,2.375,332233323322232222322222,ER_ERR,0.362755,0.4510184287099903,0.3317167798254122,0.30940834141610085,3,0.625,0.40628,0.401938,-9.36,10.71,9.75,0
wavlmL,er,5.0,2.0417,232222222222222222222222,ER_ERR,0.413191,0.4510184287099903,0.3317167798254122,0.30940834141610085,3,0.958,0.446048,0.445282,-24.56,7.37,7.21,0
