backbone,task,lam,avg_bit,seq,metric,value,uni2,uni3,uni4,ceil_bits,bit_saved,interp_lin,interp_log,vs_ceil_%,vs_interp_%,vs_interp_log_%,trivial
w2v2,er,0.3,3.1667,443334333332,ER_ERR,0.469208,0.6627565982404692,0.4809384164222874,0.4222873900293255,4,0.833,0.471163,0.470626,-11.11,0.41,0.3,0
w2v2,er,0.5,2.75,433343322222,ER_ERR,0.488759,0.6627565982404692,0.4809384164222874,0.4222873900293255,3,0.25,0.526393,0.521081,-1.63,7.15,6.2,0
w2v2,er,1.0,2.5833,433333222222,ER_ERR,0.512219,0.6627565982404692,0.4809384164222874,0.4222873900293255,3,0.417,0.556696,0.549688,-6.5,7.99,6.82,0
w2v2,er,5.0,2.1667,322322222222,ER_ERR,0.624633,0.6627565982404692,0.4809384164222874,0.4222873900293255,3,0.833,0.632454,0.628266,-29.88,1.24,0.58,0
wavlm,er,0.001,3.9167,444344444444,ER_ERR,0.388074,0.6744868035190615,0.45356793743890517,0.3812316715542522,4,0.083,0.38726,0.386791,-1.79,-0.21,-0.33,0
wavlm,er,0.01,3.9167,444344444444,ER_ERR,0.388074,0.6744868035190615,0.45356793743890517,0.3812316715542522,4,0.083,0.38726,0.386791,-1.79,-0.21,-0.33,0
wavlm,er,0.02,3.9167,444344444444,ER_ERR,0.388074,0.6744868035190615,0.45356793743890517,0.3812316715542522,4,0.083,0.38726,0.386791,-1.79,-0.21,-0.33,0
wavlm,er,0.05,3.8333,444344444443,ER_ERR,0.392962,0.6744868035190615,0.45356793743890517,0.3812316715542522,4,0.167,0.393288,0.392432,-3.08,0.08,-0.13,0
wavlm,er,0.1,3.8333,444344444443,ER_ERR,0.392962,0.6744868035190615,0.45356793743890517,0.3812316715542522,4,0.167,0.393288,0.392432,-3.08,0.08,-0.13,0
wavlm,er,0.2,3.5833,444344443333,ER_ERR,0.393939,0.6744868035190615,0.45356793743890517,0.3812316715542522,4,0.417,0.411372,0.409853,-3.33,4.24,3.88,0
wavlm,er,0.3,3.5,444343443333,ER_ERR,0.390029,0.6744868035190615,0.45356793743890517,0.3812316715542522,4,0.5,0.4174,0.41583,-2.31,6.56,6.2,0
wavlm,er,0.5,3.0833,443333433232,ER_ERR,0.40567,0.6744868035190615,0.45356793743890517,0.3812316715542522,4,0.917,0.44754,0.447048,-6.41,9.36,9.26,0
wavlm,er,1.0,2.6667,433332332222,ER_ERR,0.508309,0.6744868035190615,0.45356793743890517,0.3812316715542522,3,0.333,0.527208,0.517709,-12.07,3.58,1.82,0
wavlm,er,5.0,2.0833,222322222222,ER_ERR,0.668622,0.6744868035190615,0.45356793743890517,0.3812316715542522,3,0.917,0.656077,0.652548,-47.41,-1.91,-2.46,0
wavlmL,er,0.001,3.75,444434434334444444444442,ER_ERR,0.325513,0.544477028347996,0.3616813294232649,0.32746823069403713,4,0.25,0.336022,0.335705,0.6,3.13,3.04,0
wavlmL,er,0.01,3.75,444434434334444444444442,ER_ERR,0.325513,0.544477028347996,0.3616813294232649,0.32746823069403713,4,0.25,0.336022,0.335705,0.6,3.13,3.04,0
wavlmL,er,0.02,3.75,444434434334444444444442,ER_ERR,0.325513,0.544477028347996,0.3616813294232649,0.32746823069403713,4,0.25,0.336022,0.335705,0.6,3.13,3.04,0
wavlmL,er,0.05,3.75,444434434334444444444442,ER_ERR,0.325513,0.544477028347996,0.3616813294232649,0.32746823069403713,4,0.25,0.336022,0.335705,0.6,3.13,3.04,0
wavlmL,er,0.1,3.6667,443334444334434444444442,ER_ERR,0.328446,0.544477028347996,0.3616813294232649,0.32746823069403713,4,0.333,0.338873,0.338497,-0.3,3.08,2.97,0
wavlmL,er,0.2,3.375,343334344334433433433442,ER_ERR,0.332356,0.544477028347996,0.3616813294232649,0.32746823069403713,4,0.625,0.348851,0.348451,-1.49,4.73,4.62,0
wavlmL,er,0.3,3.1667,243334334333432433433432,ER_ERR,0.342131,0.544477028347996,0.3616813294232649,0.32746823069403713,4,0.833,0.355979,0.35574,-4.48,3.89,3.83,0
wavlmL,er,0.5,2.875,232334334333332232333432,ER_ERR,0.343109,0.544477028347996,0.3616813294232649,0.32746823069403713,3,0.125,0.384531,0.380656,5.14,10.77,9.86,0
wavlmL,er,1.0,2.5,232233333232322232332322,ER_ERR,0.364614,0.544477028347996,0.3616813294232649,0.32746823069403713,3,0.5,0.453079,0.443765,-0.81,19.53,17.84,0
wavlmL,er,5.0,2.125,232222222322222222222322,ER_ERR,0.472141,0.544477028347996,0.3616813294232649,0.32746823069403713,3,0.875,0.521628,0.517336,-30.54,9.49,8.74,0
